iter	TotalF1:average=Macro	MultiClassOneVsAll
880	0.7081812401	0.4039953712
881	0.7081459147	0.4039580856
882	0.708186066	0.4039299331
883	0.7082062659	0.4038875222
884	0.7082019322	0.4038622602
885	0.7082559711	0.4038272093
886	0.7082772108	0.4038002956
887	0.7083561458	0.4037687667
888	0.7083496654	0.4037419988
889	0.7083372967	0.4037225422
890	0.7083733634	0.4036921064
891	0.7084370884	0.4036653628
892	0.7084694779	0.4036335667
893	0.7084880628	0.4035902328
894	0.708544959	0.4035579266
895	0.708490008	0.4035279766
896	0.7085130556	0.4035023989
897	0.7085585773	0.4034778414
898	0.7085563496	0.403444515
899	0.7085688479	0.4034209048
900	0.7086077659	0.4033913192
901	0.708600222	0.4033559525
902	0.7086814929	0.4033232577
903	0.708710897	0.4033015664
904	0.7087664223	0.4032628234
905	0.7088289764	0.4032317317
906	0.7089155566	0.4031981139
907	0.7089287949	0.4031561645
908	0.7089579053	0.4031268946
909	0.7089859354	0.4030915522
910	0.7091052123	0.403058906
911	0.7091350397	0.4030166408
912	0.7091341359	0.4029732097
913	0.7092055746	0.4029379644
914	0.7092667101	0.4029091804
915	0.7092661988	0.4028761455
916	0.7093249417	0.4028421876
917	0.7093959318	0.4028028859
918	0.7094021172	0.4027751706
919	0.7094474249	0.4027343386
920	0.7094617368	0.4027073277
921	0.7095288951	0.4026799768
922	0.7095957031	0.4026388533
923	0.7096582498	0.4026095105
924	0.7096816331	0.4025857789
925	0.7096979378	0.4025473759
926	0.7096841463	0.4025166
927	0.7096682962	0.4024783427
928	0.7096585827	0.4024532751
929	0.7096919001	0.4024245396
930	0.7097702715	0.4024019011
931	0.7097758796	0.4023779994
932	0.7097478418	0.4023379932
933	0.7097670444	0.4023139215
934	0.7098381933	0.4022831213
935	0.7098970791	0.4022588067
936	0.7099467181	0.4022251646
937	0.7100481838	0.4021870531
938	0.7101573171	0.4021420188
939	0.7101659499	0.4021153966
940	0.7102076648	0.4020749046
941	0.7102101364	0.4020408738
942	0.7102952362	0.4020022279
943	0.7102633828	0.4019760915
944	0.7103019722	0.4019490564
945	0.7103648519	0.4019141512
946	0.7103857549	0.4018863144
947	0.7104266945	0.4018581862
948	0.7104512557	0.4018265116
949	0.710493875	0.4017923594
950	0.7106212524	0.4017564583
951	0.7106184124	0.4017311478
952	0.7106594511	0.4017061287
953	0.7106999526	0.4016752314
954	0.7107771758	0.4016375571
955	0.7107274981	0.4016087245
956	0.7107769233	0.4015784102
957	0.7108557897	0.4015492375
958	0.7108372764	0.4015171014
959	0.7108437172	0.4014929568
960	0.7108852491	0.4014606749
961	0.7109030619	0.4014204987
962	0.7109330171	0.4013828487
963	0.7109397489	0.4013503968
964	0.7109495868	0.4013274667
965	0.7109761615	0.4013030549
966	0.7110055125	0.4012648463
967	0.7110542608	0.4012405559
968	0.7111005897	0.401206428
969	0.7111695543	0.401168608
970	0.7112438591	0.4011345529
971	0.71133148	0.4011020281
972	0.7112765831	0.4010694305
973	0.7113481104	0.4010412052
974	0.7113293256	0.4010057898
975	0.7114624475	0.4009722935
976	0.7114928272	0.4009464486
977	0.7115246829	0.4009115676
978	0.7115908588	0.4008708813
979	0.7115954025	0.4008358304
980	0.7116420267	0.4008092325
981	0.711671187	0.4007673316
982	0.7116688903	0.4007380618
983	0.7117401148	0.4007085005
984	0.7116892705	0.400675247
985	0.7117593168	0.4006328361
986	0.711821068	0.4005973236
987	0.7118658935	0.4005580704
988	0.7119378737	0.4005173598
989	0.7118647719	0.4004813858
990	0.7119372569	0.4004423513
991	0.7119590878	0.4003966854
992	0.7119779612	0.4003546146
993	0.7120637518	0.4003137582
994	0.7120492093	0.400275841
995	0.7121928152	0.4002281105
996	0.7122717172	0.400189246
997	0.7123354592	0.4001589317
998	0.7122744294	0.4001194113
999	0.7123014743	0.4000882225
1000	0.712299712	0.4000507911
1001	0.7124767512	0.4000111736
1002	0.7124838663	0.3999707059
1003	0.7124586608	0.3999389341
1004	0.7126100302	0.3998838436
1005	0.7125887185	0.3998505173
1006	0.7126805817	0.3998028597
1007	0.7127072332	0.3997604973
1008	0.7126753358	0.3997247905
1009	0.7126991877	0.3997068157
1010	0.7127662091	0.3996874806
1011	0.712828056	0.3996525754
1012	0.7128487848	0.3996343819
1013	0.7129075349	0.3995987966
1014	0.7128811966	0.3995698425
1015	0.7129776107	0.3995240552
1016	0.7130342907	0.3995061775
1017	0.7130464624	0.3994782922
1018	0.7130923471	0.3994528845
1019	0.7131184853	0.3994261894
1020	0.7131248015	0.3993902398
1021	0.7131325179	0.3993500635
1022	0.713144682	0.399313628
1023	0.7131495913	0.3992766582
1024	0.7132302091	0.3992423116
1025	0.7133126965	0.3992147664
1026	0.7133029792	0.3991819744
1027	0.7133692474	0.3991370616
1028	0.7133935978	0.3991124069
1029	0.7134112618	0.3990770159
1030	0.7134311734	0.3990407747
1031	0.7134694354	0.3990118449
1032	0.7134983161	0.3989763811
1033	0.7134845576	0.3989380509
1034	0.713579297	0.3989068135
1035	0.7135954638	0.398881673
1036	0.7136694604	0.3988635282
1037	0.7136888608	0.3988330681
1038	0.7136766725	0.3988155062
1039	0.7136838054	0.3987920903
1040	0.7137895102	0.3987623832
1041	0.7137205595	0.3987423437
1042	0.7137016192	0.3987091145
1043	0.713711709	0.3986745979
1044	0.7137436786	0.3986521051
1045	0.7137432527	0.3986273532
1046	0.7138669084	0.3985936626
1047	0.7138553455	0.3985581015
1048	0.7138782315	0.3985309449
1049	0.7139490461	0.3984976186
1050	0.7139865074	0.3984626405
1051	0.7139510808	0.3984346337
1052	0.7140247178	0.3984020118
1053	0.7141029565	0.3983462898
1054	0.7141467806	0.3983181616
1055	0.7141406737	0.3982887217
1056	0.7141870037	0.3982611279
1057	0.7142525874	0.3982272186
1058	0.7142304672	0.3981943781
1059	0.7142458217	0.3981710107
1060	0.7142564086	0.3981371257
1061	0.714256707	0.398113637
1062	0.7142726896	0.398088375
1063	0.7143015663	0.3980586194
1064	0.7143160238	0.3980110589
1065	0.7143910092	0.3979720729
1066	0.7143986167	0.3979395482
1067	0.7144087696	0.3979147477
1068	0.7144077494	0.3978930565
1069	0.7144609739	0.397854702
1070	0.714512469	0.3978211328
1071	0.7145041295	0.3977862033
1072	0.7145558421	0.3977521968
1073	0.7145512937	0.3977136238
1074	0.7146533971	0.3976763624
1075	0.7146731371	0.3976452465
1076	0.7146945372	0.3976134747
1077	0.7147573008	0.3975769664
1078	0.7147598159	0.397546069
1079	0.714763324	0.3975159005
1080	0.7148127386	0.3974871893
1081	0.7148286546	0.3974550289
1082	0.7148786305	0.3974209981
1083	0.7149286339	0.3973941087
1084	0.7149275651	0.3973735591
1085	0.7150184755	0.3973298122
1086	0.7150693402	0.397301514
1087	0.7150900672	0.3972732886
1088	0.7151234827	0.3972469822
1089	0.7151632051	0.3972227647
1090	0.7151964724	0.3971930333
1091	0.715103213	0.3971614559
1092	0.7151715018	0.3971303157
1093	0.7152817436	0.3970999285
1094	0.7152683442	0.3970806663
1095	0.7153096997	0.3970243856
1096	0.7153255078	0.3969831891
1097	0.7154474211	0.3969267627
1098	0.7154734759	0.3968743927
1099	0.7155634844	0.3968203953
1100	0.7155950919	0.3967887693
1101	0.7157201994	0.3967332902
1102	0.7157594295	0.3966847338
1103	0.7157945193	0.3966454563
1104	0.7158374991	0.3966140004
1105	0.7158640515	0.3965685532
1106	0.7158881987	0.3965385546
1107	0.7159200139	0.3965133898
1108	0.7158978791	0.396485043
1109	0.715951724	0.3964531741
1110	0.7160263461	0.396418026
1111	0.7159804709	0.3963700525
1112	0.7160744254	0.3963410742
1113	0.7161889641	0.3962960156
1114	0.7161837407	0.3962540176
1115	0.7161734292	0.3962146187
1116	0.7162308558	0.3961869277
1117	0.7162871572	0.3961507837
1118	0.7163402444	0.3961203722
1119	0.7162962728	0.3960847383
1120	0.716343713	0.3960531609
1121	0.7164352573	0.3960185714
1122	0.7165219964	0.3959840791
1123	0.7165106181	0.3959449474
1124	0.7165165868	0.3959251022
1125	0.7165573342	0.3958880109
1126	0.7166517109	0.3958583767
1127	0.7166620771	0.3958319731
1128	0.7166880015	0.3958080957
1129	0.7167329423	0.3957829066
1130	0.7167227019	0.3957515964
1131	0.7167799426	0.3957199703
1132	0.7168449802	0.395692498
1133	0.7168760935	0.3956657786
1134	0.7168668444	0.39562791
1135	0.7168949488	0.3955968184
1136	0.7169536301	0.3955658725
1137	0.7169940308	0.3955337849
1138	0.7170672441	0.3955114621
1139	0.7171537427	0.3954806134
1140	0.7172122368	0.3954539183
1141	0.7172235029	0.395429798
1142	0.7172195644	0.3953973947
1143	0.7172852127	0.3953767965
1144	0.7172819974	0.3953450733
1145	0.7172790275	0.3953219975
1146	0.717274374	0.395298946
1147	0.7173303821	0.3952744856
1148	0.7173085088	0.3952425438
1149	0.7173437544	0.3952129096
1150	0.7174235332	0.3951677296
1151	0.7174260498	0.3951447995
1152	0.7174659375	0.3951061536
1153	0.7175609933	0.3950554597
1154	0.7175588439	0.3950291047
1155	0.717632269	0.394994831
1156	0.7176674025	0.3949687918
1157	0.7176693035	0.3949486794
1158	0.7176756906	0.3949191909
1159	0.7177050714	0.394880375
1160	0.7177659814	0.3948493562
1161	0.7177779621	0.3948232198
1162	0.7178225631	0.3948034232
1163	0.7178403792	0.3947825335
1164	0.7178935673	0.3947498873
1165	0.7179308099	0.3947236294
1166	0.7180045083	0.3946880198
1167	0.718002294	0.3946575354
1168	0.7180221876	0.3946447587
1169	0.7180438157	0.3946170192
1170	0.7180766073	0.3945966639
1171	0.7181057975	0.3945559047
1172	0.7181470797	0.39451619
1173	0.718142802	0.3944893492
1174	0.7181976554	0.3944668806
1175	0.7182678478	0.3944431247
1176	0.7182433071	0.3944177413
1177	0.7183013621	0.3943912891
1178	0.718281655	0.3943643511
1179	0.7182834007	0.3943342068
1180	0.7183200783	0.3943087505
1181	0.7183639894	0.3942813996
1182	0.7183887848	0.3942480976
1183	0.718431252	0.3942232
1184	0.7184506034	0.394197185
1185	0.7185131066	0.3941632514
1186	0.7184429115	0.3941421674
1187	0.7185841526	0.3941049304
1188	0.7186099204	0.394077288
1189	0.7187046117	0.3940526818
1190	0.7187460153	0.3940302862
1191	0.7187765729	0.3940074775
1192	0.7187834899	0.3939793736
1193	0.7188566806	0.3939529214
1194	0.7189064556	0.3939225342
1195	0.7189116137	0.3938950619
1196	0.7189634834	0.3938757996
1197	0.7190319375	0.3938439064
1198	0.7190407704	0.3938158025
1199	0.7190780331	0.3937806544
1200	0.7191259774	0.3937466236
1201	0.7191668465	0.3937127143
1202	0.7191720522	0.3936841489
1203	0.7192382165	0.3936662955
1204	0.7192314638	0.3936325077
1205	0.7192792593	0.3936085331
1206	0.7193050247	0.393583344
1207	0.7193734867	0.3935502363
1208	0.7194352189	0.3935263103
1209	0.7194877472	0.3934966761
1210	0.7195189138	0.3934783369
1211	0.7195678881	0.3934488484
1212	0.719597096	0.3934276916
1213	0.7196309404	0.3934088423
1214	0.719640682	0.3933819772
1215	0.719662608	0.3933486508
1216	0.7196981382	0.3933144986
1217	0.7197053315	0.393285496
1218	0.7196925886	0.3932565662
1219	0.7197614269	0.3932271749
1220	0.7198310823	0.3932040505
1221	0.7198472156	0.3931583846
1222	0.7199135366	0.3931355031
1223	0.7198898079	0.3931003793
1224	0.7199657154	0.3930688505
1225	0.7199328911	0.3930391677
1226	0.7200018309	0.3930133713
1227	0.720050733	0.392988498
1228	0.7200522546	0.3929600055
1229	0.7201389169	0.3929319987
1230	0.7201212285	0.3928988181
1231	0.7201440385	0.3928774183
1232	0.7201820923	0.3928447478
1233	0.7202512715	0.3928079966
1234	0.7203036513	0.3927876899
1235	0.7203156842	0.3927709295
1236	0.7203480677	0.3927443559
1237	0.7203474205	0.3927203813
1238	0.7203456651	0.3926840916
1239	0.720351121	0.3926558662
1240	0.7203717785	0.3926273494
1241	0.7204571703	0.392587829
1242	0.7205041091	0.3925635387
1243	0.7204995597	0.3925453938
1244	0.7206119542	0.3925157596
1245	0.7205683419	0.3924897446
1246	0.7206030932	0.392469365
1247	0.7206413284	0.3924442488
1248	0.7206386843	0.3924127928
1249	0.7207396994	0.3923779848
1250	0.7207157383	0.3923545446
1251	0.7208034071	0.392323283
1252	0.7208148417	0.392301786
1253	0.7209294143	0.3922647433
1254	0.720984623	0.3922324614
1255	0.7210592837	0.3921913622
1256	0.72114614	0.3921645942
1257	0.72110029	0.392143073
1258	0.7211422408	0.3921183211
1259	0.7212052002	0.3920897314
1260	0.7212270968	0.3920621862
1261	0.7212642567	0.3920417337
1262	0.721317464	0.3920122452
1263	0.7212996916	0.3919844814
1264	0.721338095	0.3919601911
1265	0.7213494931	0.3919247515
1266	0.7214398415	0.3918981778
1267	0.7214235877	0.3918693938
1268	0.7215194539	0.3918412413
1269	0.7215062149	0.3918156393
1270	0.721542248	0.3917962313
1271	0.7215309969	0.3917592128
1272	0.7216131022	0.3917319105
1273	0.7216499383	0.3917049482
1274	0.7216889227	0.3916794191
1275	0.7217300409	0.3916529669
1276	0.7218169832	0.3916181832
1277	0.7217914637	0.3916022973
1278	0.7218199548	0.3915817234
1279	0.7218567457	0.3915597892
1280	0.7218407237	0.391539361
1281	0.7219311245	0.3915106499
1282	0.7219449976	0.3914913876
1283	0.7219750967	0.3914572597
1284	0.7220270337	0.3914316334
1285	0.7220313578	0.391409845
1286	0.7220990294	0.3913886152
1287	0.7220697527	0.3913735309
1288	0.7220761847	0.391346933
1289	0.7220543562	0.3913185376
1290	0.7221223556	0.3912920126
1291	0.7221173769	0.3912709528
1292	0.7221249214	0.3912472941
1293	0.7221743185	0.3912162996
1294	0.7221828446	0.3911920578
1295	0.7222839688	0.3911675732
1296	0.7223277484	0.3911495012
1297	0.7223545004	0.3911281743
1298	0.7223765092	0.3910969369
1299	0.7223925284	0.3910649708
1300	0.7224154089	0.3910421865
1301	0.7224120025	0.3910180176
1302	0.7224548824	0.3909942617
1303	0.7224950974	0.390966765
1304	0.72253553	0.3909375194
1305	0.7226030702	0.3909090512
1306	0.7225883092	0.3908896918
1307	0.7226594822	0.3908546894
1308	0.7226757808	0.3908296946
1309	0.7227092151	0.3907976071
1310	0.7227330924	0.3907732439
1311	0.7227773679	0.3907441684
1312	0.7227270644	0.3907236916
1313	0.7227845615	0.3907066641
1314	0.7228268462	0.3906820094
1315	0.7228342902	0.3906540998
1316	0.7228594102	0.3906237612
1317	0.7228704989	0.3905942241
1318	0.7228683218	0.3905799414
1319	0.722891957	0.3905558211
1320	0.72295145	0.3905339841
1321	0.7229561808	0.390510714
1322	0.7229820277	0.3904895571
1323	0.7230626585	0.3904593399
1324	0.7230695069	0.3904366285
1325	0.7230238027	0.3904159088
1326	0.7230589142	0.390392663
1327	0.7230498484	0.390367984
1328	0.7230572596	0.3903346091
1329	0.7230257457	0.390304902
1330	0.7230820349	0.3902811703
1331	0.7231417065	0.3902587989
1332	0.7231795768	0.3902332698
1333	0.7231784527	0.3902104369
1334	0.7232241766	0.3901905188
1335	0.7232598224	0.390156488
1336	0.723310146	0.3901363999
1337	0.7233102275	0.3901161175
1338	0.7233786051	0.3901024178
1339	0.7233331946	0.3900809937
1340	0.7233672729	0.3900558289
1341	0.7234003925	0.3900368824
1342	0.7234724915	0.3900054022
1343	0.7234627917	0.3899831765
1344	0.7235058848	0.3899660518
1345	0.7235277952	0.3899413971
1346	0.723551739	0.3899180784
1347	0.723627434	0.389897626
1348	0.7235319851	0.3898733599
1349	0.7236024898	0.3898380904
1350	0.7236100659	0.3898211843
1351	0.723612978	0.3898022621
1352	0.7236357806	0.3897874936
1353	0.7236953781	0.3897620373
1354	0.7237030973	0.3897409533
1355	0.7237624131	0.3897043235
1356	0.7237733955	0.3896837253
1357	0.7237737331	0.3896671107
1358	0.7238054454	0.3896360919
1359	0.7238664161	0.3896019883
1360	0.7238835903	0.3895501042
1361	0.7239386712	0.3895268583
1362	0.7240192162	0.3894936291
1363	0.7240211413	0.3894684643
1364	0.7240624834	0.3894426194
1365	0.7240872252	0.3894236244
1366	0.7240946617	0.3893861687
1367	0.7241135128	0.3893545913
1368	0.7241512028	0.3893234511
1369	0.7241536519	0.3892985049
1370	0.7242064429	0.389267729
1371	0.7242355542	0.3892445318
1372	0.7242767881	0.3892210673
1373	0.7242721748	0.3891984773
1374	0.7243293787	0.3891758144
1375	0.7243895518	0.3891446499
1376	0.7243974984	0.3891326505
1377	0.7244589568	0.3891072428
1378	0.7244661094	0.3890704672
1379	0.724501354	0.389036315
1380	0.7244957866	0.3889876129
1381	0.7244894964	0.3889582216
1382	0.7244821286	0.3889390808
1383	0.7245115366	0.3889119971
1384	0.7245492979	0.3888912531
1385	0.7244844657	0.3888541132
1386	0.7245067593	0.3888195967
1387	0.7245651034	0.3887953063
1388	0.7246075716	0.3887629273
1389	0.7246438177	0.3887297953
1390	0.7247311494	0.3887009141
1391	0.7246938672	0.3886798544
1392	0.724689856	0.3886534508
1393	0.7247579719	0.3886285775
1394	0.7247202398	0.388610214
1395	0.7248069687	0.3885795353
1396	0.7249052612	0.3885483708
1397	0.7249248384	0.3885174006
1398	0.724953055	0.3884946406
1399	0.7250087894	0.3884691357
1400	0.7250345144	0.3884514767
1401	0.7250735371	0.3884318501
1402	0.7250814091	0.3884037462
1403	0.7251017776	0.3883726545
1404	0.7251319592	0.3883364133
1405	0.7251737329	0.3882986662
1406	0.7252336027	0.3882721411
1407	0.7252305117	0.3882440858
1408	0.725272691	0.3882294387
1409	0.7253443555	0.3882043468
1410	0.7253518142	0.3881761214
1411	0.7253828081	0.3881453942
1412	0.7254613297	0.3881156628
1413	0.7254753051	0.3880966435
1414	0.725487697	0.388071673
1415	0.7254870554	0.3880550341
1416	0.7254929714	0.3880343388
1417	0.7256033738	0.3879965187
1418	0.7256217597	0.3879671274
1419	0.7256364349	0.3879542292
1420	0.7256544022	0.3879384162
1421	0.7256748563	0.3879150003
1422	0.7257434272	0.3878913173
1423	0.7257299506	0.3878681686
1424	0.7257922809	0.3878457729
1425	0.7258194952	0.3878296198
1426	0.7258373115	0.3878016131
1427	0.7258608328	0.3877645946
1428	0.7258280119	0.3877374866
1429	0.7259068481	0.3877148237
1430	0.7259503783	0.3876867927
1431	0.7259250619	0.3876696437
1432	0.7259719629	0.3876402524
1433	0.7259685861	0.3876155005
1434	0.7260216603	0.3875911616
1435	0.7260161274	0.38757513
1436	0.7260521397	0.3875596085
1437	0.7260658047	0.3875373342
1438	0.7260603437	0.3875195294
1439	0.7261227825	0.3874991255
1440	0.7261838628	0.3874795961
1441	0.726202021	0.3874623257
1442	0.7262089505	0.3874330073
1443	0.726205907	0.3874005797
1444	0.7261983774	0.3873877301
1445	0.7262906353	0.3873658202
1446	0.7262789234	0.3873404125
1447	0.7262580257	0.3873048758
1448	0.7262230787	0.3872880668
1449	0.7262404029	0.3872682216
1450	0.7262627406	0.3872498824
1451	0.726288654	0.3872227744
1452	0.7263023967	0.3871984598
1453	0.726350032	0.3871754569
1454	0.7263364335	0.3871531826
1455	0.7264059563	0.3871294267
1456	0.7264290441	0.3870985051
1457	0.7264108906	0.3870812589
1458	0.7264481843	0.387057333
1459	0.7264659217	0.3870300792
1460	0.7265324656	0.387004963
1461	0.7265794568	0.3869771991
1462	0.7266367719	0.3869536132
1463	0.7266650236	0.3869248535
1464	0.7266709037	0.3868915029
1465	0.7266996827	0.3868734308
1466	0.726748073	0.3868513509
1467	0.7267604192	0.3868301455
1468	0.7267753566	0.3868089643
1469	0.7267996203	0.3867837995
1470	0.7268488448	0.3867629827
1471	0.7268474101	0.3867275431
1472	0.7268931557	0.3867060462
1473	0.7268897446	0.3866832132
1474	0.7269360261	0.3866470449
1475	0.7270042658	0.3866236533
1476	0.7270160947	0.3866073059
1477	0.7270710432	0.3865925374
1478	0.7270203592	0.3865724979
1479	0.7270553542	0.3865493735
1480	0.7271669104	0.386522727
1481	0.7272045693	0.3865041692
1482	0.7272399079	0.3864840568
1483	0.7272214209	0.3864593292
1484	0.7272242267	0.3864415001
1485	0.7272951945	0.386419906
1486	0.7274023257	0.3864046031
1487	0.7274501702	0.3863807743
1488	0.727471805	0.3863434886
1489	0.7274324656	0.3863253195
1490	0.7274616262	0.3862937177
1491	0.7274620019	0.3862727795
1492	0.7275203269	0.3862438497
1493	0.7275580172	0.3862135596
1494	0.7275497059	0.3861850671
1495	0.7275367952	0.3861730919
1496	0.7275896523	0.3861373366
1497	0.7276188497	0.3861165683
1498	0.7275862839	0.3860972575
1499	0.7276984378	0.3860768779
1500	0.7277085788	0.3860403453
1501	0.727697645	0.3860203543
1502	0.7277084995	0.3860006063
1503	0.7277340291	0.3859856434
1504	0.727688169	0.3859620575
1505	0.7277123126	0.3859368927
1506	0.7276755906	0.3859272981
1507	0.7277052073	0.3859073071
1508	0.7277280762	0.3858849843
1509	0.7276899627	0.3858693899
1510	0.7277214521	0.3858361364
1511	0.7277452621	0.3858119676
1512	0.7277861727	0.3857884545
1513	0.7278535983	0.3857488613
1514	0.7278851506	0.3857327082
1515	0.7279111261	0.3857058188
1516	0.7279312313	0.3856999162
1517	0.7279232547	0.3856796095
1518	0.7279496851	0.385656728
1519	0.7279351521	0.3856285998
1520	0.7280047845	0.3856128597
1521	0.7279868933	0.3855963423
1522	0.7280893359	0.3855657364
1523	0.7280271974	0.3855491704
1524	0.7280838028	0.3855246372
1525	0.7280698695	0.3854976992
1526	0.7279962832	0.3854793114
1527	0.727984001	0.385467895
1528	0.7280573871	0.385453005
1529	0.7280891693	0.3854417586
1530	0.7281384393	0.385414602
1531	0.7281626907	0.3853896558
1532	0.7281859508	0.3853684504
1533	0.728155466	0.3853458118
1534	0.7282219543	0.3853138214
1535	0.7282400422	0.3852915957
1536	0.7283350218	0.3852687871
1537	0.7284407847	0.3852443267
1538	0.7284155512	0.3851981022
1539	0.7284318269	0.3851830908
1540	0.7284526189	0.3851444206
1541	0.7284657128	0.3851263486
1542	0.7284889695	0.3851008437
1543	0.7285425148	0.3850715253
1544	0.7286150261	0.3850507571
1545	0.7285959764	0.3850183052
1546	0.7285974335	0.384993942
1547	0.7285832526	0.3849757
1548	0.7286067934	0.3849423007
1549	0.7286666297	0.3849230871
1550	0.7286956461	0.3849063025
1551	0.7287256319	0.3848686039
1552	0.7287819778	0.3848385567
1553	0.7288127814	0.3848191973
1554	0.7288566387	0.3847974089
1555	0.7289122248	0.3847758877
1556	0.7289738603	0.3847538563
1557	0.7290096286	0.384733331
1558	0.7290916156	0.3847075104
1559	0.7290491415	0.3846828314
1560	0.7290741511	0.384652177
1561	0.7290404981	0.3846291498
1562	0.7290465261	0.3846115878
1563	0.7291275464	0.3845925928
1564	0.7291982156	0.3845540683
1565	0.7292458757	0.3845167098
1566	0.7292748939	0.3844959416
1567	0.7293447593	0.3844603319
1568	0.7293464638	0.3844263498
1569	0.7293909495	0.3844034197
1570	0.7294037143	0.3843870723
1571	0.7294203169	0.3843547904
1572	0.7294878669	0.3843334878
1573	0.729495731	0.3843063798
1574	0.7294884663	0.3842787617
1575	0.7295556433	0.384255613
1576	0.7295751851	0.3842350148
1577	0.7296170951	0.3842149024
1578	0.7296359012	0.3841810174
1579	0.7296895536	0.384163164
1580	0.7297234576	0.3841332626
1581	0.729731012	0.3841095067
1582	0.7297634939	0.3840780507
1583	0.7297821385	0.3840626749
1584	0.7297687761	0.3840355426
1585	0.7297809103	0.384017592
1586	0.7298536292	0.3839882736
1587	0.7298782313	0.3839615299
1588	0.7298973314	0.383927985
1589	0.7299141392	0.3839102045
1590	0.7299462497	0.3838886589
1591	0.7300030115	0.3838644901
1592	0.7300104163	0.3838374792
1593	0.7300628039	0.3838152778
1594	0.7300437915	0.3837998292
1595	0.7300914779	0.3837764133
1596	0.7300977336	0.3837546735
1597	0.7300498146	0.3837277355
1598	0.7301047509	0.3837113881
1599	0.7301740503	0.3836858589
1600	0.7301860733	0.3836643377
1601	0.7301837745	0.3836456584
1602	0.7302714069	0.383621028
1603	0.7302254932	0.3835921225
1604	0.7302864059	0.3835661805
1605	0.7303363546	0.383547404
1606	0.7303150941	0.3835223364
1607	0.7303787539	0.3834944268
1608	0.7304465753	0.3834692135
1609	0.7304283822	0.3834439029
1610	0.7304713056	0.3834191754
1611	0.7305544869	0.3833755742
1612	0.7305495622	0.3833599555
1613	0.7305886981	0.3833443854
1614	0.7306448193	0.383322014
1615	0.7306303836	0.3833116664
1616	0.730662142	0.3832830766
1617	0.7306616837	0.3832626242
1618	0.7306909151	0.3832466654
1619	0.730677671	0.3832261158
1620	0.730656869	0.3832085539
1621	0.7306508708	0.3831884172
1622	0.730644181	0.3831717297
1623	0.7306520166	0.3831570584
1624	0.7307516567	0.3831235134
1625	0.7307876857	0.3831032553
1626	0.7308449363	0.3830806167
1627	0.7308766526	0.3830611844
1628	0.730937191	0.3830292669
1629	0.730935462	0.3830023532
1630	0.7309543574	0.3829853257
1631	0.7309986125	0.3829519508
1632	0.7310550168	0.3829232639
1633	0.7310481938	0.3829023985
1634	0.7311037677	0.3828888202
1635	0.7311375173	0.3828713555
1636	0.7311951156	0.3828470651
1637	0.7312352791	0.3828263698
1638	0.7312178833	0.3828113341
1639	0.7312688895	0.3827813841
1640	0.7313509669	0.3827433697
1641	0.7313922143	0.3827084645
1642	0.7313868419	0.3826867732
1643	0.7314298017	0.3826659321
1644	0.731430765	0.3826427591
1645	0.7314629552	0.3826250272
1646	0.7315148446	0.3826066637
1647	0.7315197525	0.3825920409
1648	0.7315912624	0.3825553868
1649	0.7316513296	0.3825231535
1650	0.7316702787	0.3824997377
1651	0.7316978103	0.3824759817
1652	0.7317091691	0.3824655369
1653	0.7317076625	0.3824447201
1654	0.7317172425	0.3824260408
1655	0.7317508407	0.3824128997
1656	0.7318195111	0.3823901154
1657	0.7318557715	0.3823719219
1658	0.7318552502	0.3823544329
1659	0.7318355286	0.382329681
1660	0.7318073667	0.3822865657
1661	0.7318329132	0.3822637814
1662	0.731851322	0.3822512718
1663	0.7319472951	0.3822229736
1664	0.731941636	0.3822015252
1665	0.7320109543	0.3821756803
1666	0.7320367135	0.382162102
1667	0.7320441578	0.3821401679
1668	0.732075319	0.3821197397
1669	0.7320517776	0.3821061614
1670	0.7321087678	0.3820793449
1671	0.7321807838	0.3820489577
1672	0.7322148643	0.3820236714
1673	0.7322550421	0.3820066439
1674	0.7322707534	0.381984151
1675	0.7322977228	0.3819489058
1676	0.7322983229	0.3819298379
1677	0.7322976699	0.3819161867
1678	0.7322892591	0.3818943011
1679	0.7323888255	0.3818560438
1680	0.732437419	0.3818303204
1681	0.7324113349	0.3818089934
1682	0.7324967541	0.3817796507
1683	0.7325203547	0.3817589554
1684	0.7325762069	0.3817331104
1685	0.7326058114	0.3817087472
1686	0.7326126883	0.3816954847
1687	0.7326195653	0.3816711701
1688	0.7326412292	0.3816463211
1689	0.7326369779	0.3816306781
1690	0.7326220788	0.3816103471
1691	0.7326966827	0.3815915464
1692	0.7326666255	0.381564827
1693	0.7327323215	0.3815399051
1694	0.7327728121	0.3815051942
1695	0.7327733334	0.3814938264
1696	0.7328257237	0.381478985
1697	0.7328830851	0.3814501038
1698	0.73293807	0.3814253519
1699	0.732949677	0.3814157329
1700	0.7329598825	0.3813954262
1701	0.7329476042	0.3813743665
1702	0.7329684341	0.3813625371
1703	0.7330256336	0.3813390727
1704	0.7330191942	0.3813199076
1705	0.7330789896	0.3812988964
1706	0.733082307	0.3812766465
1707	0.7330714681	0.3812539593
1708	0.7330878976	0.3812315879
1709	0.7332187847	0.3811994032
1710	0.7332345067	0.3811823271
1711	0.7332479539	0.3811726353
1712	0.7332334187	0.3811569437
1713	0.7333106009	0.3811341837
1714	0.7333116506	0.3811174476
1715	0.7332817866	0.3810906311
1716	0.7332816392	0.3810671181
